"Taxon","Taxon02","Raw_Taxon","Annual_Perennial2","Habitat3","Subfamily","Photosynthetic_Type","Stele.Diameter","Stele.Area","No.Primary.Metaxylem.Vessels","Mean.Metaxylem.Diameter","Mean.Metaxylem.Area","Mean.Endodermal.Thickening","Mean.Endodermal.Cell.Depth","SD.Metaxylem.Diameter","SD.Metaxylem.Area","SD.Endodermal.Thickening","SD.Endodermal.Cell.Depth","COV.Metaxylem.Diameter","COV.Metaxylem.Area","COV.Endodermal.Thickening","COV.Endodermal.Cell.Depth","Total.metaxylem.area","Metaxylem.to.Stele.Ratio","MAT.degC","Mdiurnalrange.degC","Isothermality","Tseasonality","MaxTwarmweek.degC","MinTcoldweek.degC","Tannrange.degC","MtempwetQ.degC","MtempdryQ.degC","MtempwarmQ.degC","MtempcoldQ.degC","AnnP.mm","Pwetweek.mm","Pdryweek.mm","Pseasonality","PwetQ.mm","PdryQ.mm","PwarmQ.mm","PcoldQ.mm","Annmeanradiation.Wm2","Highweekrad.Wm2","Lowweekrad.Wm2","Radseasonality","RadwetQ.Wm2","RaddryQ.Wm2","RadwarmQ.Wm2","RadcoldQ.Wm2","Annmoistureindex","Hweekmoistureindex","Lowweekmoistureindex","Mindexseasonality","MmoistureindexwetQ","MmoistureindexdryQ","MmoistureindexwarmQ","MmoistureindexcoldQ","FirstPCA1to35","SecondPCA1to35","ThirdPCA1to35","FourthPCA1to35","FifthPCA1to35","Number.Endodermal.Layers"
"Eriachne_mucronata","Eriachne_mucronata","Eriachne mucronata","Perennial","Open","Micrairoideae","C4",373.125,109344.755,20,32.28380952,856.3524762,11.06781818,17.43090909,7.106760399,366.4869528,1.209881384,1.389076201,0.220133885,0.427962741,0.109315257,0.079690405,17983.402,0.164465154,22.12820336,14.45548009,0.504599124,0.017074021,35.73781098,6.889067023,28.84874402,27.58490027,17.0052167,28.06563902,15.31146075,482.3102825,21.73858734,2.52381866,0.600993392,244.6794028,42.62096719,212.1240768,50.41045328,206.6416552,256.3887878,147.0154265,0.180109778,226.754758,193.6800024,237.8748819,165.0451255,0.327016334,0.510887625,0.194437699,0.28020075,0.472265167,0.215691716,0.389155042,0.284040986,0.933978584,-0.912550718,0.109533279,1.052798964,-0.18616783,11
"Eriachne_obtusa","Eriachne_obtusa","Eriachne obtusa","Perennial","Open","Micrairoideae","C4",351.662,97127.355,10,46.704,1727.5253,14.67818182,17.58818182,4.645524537,323.0949714,1.333693429,1.003574493,0.09946738,0.187027635,0.090862305,0.057059593,17275.253,0.17786187,25.51926071,13.17244217,0.550713437,0.012054515,36.32416745,12.19859404,24.12557344,28.89668636,21.34656322,29.49691523,20.41665413,768.7986636,44.68031546,0.952206476,0.997919677,494.0217663,19.00263217,339.8160814,25.38512071,202.348407,245.0697821,164.6996224,0.129651894,197.2047204,201.4877338,216.7582711,183.0328011,0.41348063,0.923272428,0.128666536,0.625898332,0.821015266,0.148518755,0.553528587,0.19656663,1.053879542,0.273692965,-0.974768855,0.619678283,-0.32947968,11
"Eriachne_stipacea","Eriachne_pallescens","Eriachne pallescens","Perennial","Open","Micrairoideae","C4",244.419,46920.105,9,32.00866667,808.8781111,13.21055556,23.37688889,2.449180424,120.6258848,2.991985257,3.714511759,0.076516165,0.149127394,0.226484438,0.158896754,7279.903,0.155155301,22.9702732,9.920855343,0.559145586,0.009335734,31.152397,13.1030819,18.04931536,25.85482604,20.15011962,26.1517893,19.15782655,1416.830909,61.95497187,6.057622616,0.702267048,728.7852398,104.54123,576.2970203,136.2530047,185.6669589,226.9447997,143.2076391,0.151563573,188.9277234,189.2914535,202.3853033,162.5745446,0.801719084,1.319787665,0.350837404,0.432739964,1.249324341,0.410896729,1.023485547,0.586996102,0.929106716,1.062860628,-0.176589105,0.564343978,-0.511298212,9
"Eustachys_glauca","Eustachys_glauca","Eustachys glauca","Perennial","Open","Chloridoideae","C4",455.548,162988.815,13,34.57938462,981.1282308,7.547777778,13.63933333,7.611553647,362.8141941,2.880544427,1.460234485,0.220118251,0.369792839,0.381641393,0.107060547,12754.667,0.078254861,21.35520935,12.79961014,0.502135813,0.0161037,32.88710022,7.39677,25.49032974,27.02389908,18.03318977,27.03964996,15.02923012,1361,49.09379959,12.65569973,0.458860606,580.7536011,194.7378998,580.5532227,242.6864014,161.5890045,209.4620056,102.4759979,0.227959007,187.6054993,119.7376022,190.761795,117.1837997,0.877359807,1.176972032,0.56674701,0.208468705,1.119796991,0.716510773,1.095698953,0.857317686,0.522107005,0.679370999,1.010805964,1.362148046,-0.503044009,9
"Glyceria_striata","Glyceria_striata","Glyceria striata","Perennial","Open","Pooideae","C3",96.928,7378.852,1,50.748,2022.663,3.920666667,8.768666667,0,0,0.672857712,1.169788229,0,0,0.171618189,0.133405485,2022.663,0.274116218,5.194442848,12.13181459,0.329377337,0.031358629,24.18108425,-13.37941797,37.56050246,9.98028271,1.767107289,16.04121103,-6.169050645,847.2318811,25.50005137,9.745195898,0.359456029,301.0449498,142.870757,230.8400206,209.8421843,128.3888402,215.305977,45.28416688,0.475832185,151.1601138,119.2864544,196.0543382,61.05306495,0.791378809,0.977108003,0.577919216,0.176270966,0.951409563,0.618280188,0.66987179,0.894665025,-0.249023822,0.005603447,0.819435752,0.167015801,0.510158221,9
"Guaduella_sp","Guaduella_sp","Guadella sp.","Perennial","Open","Puelioideae","C3",142.068,15851.894,7,25.14542857,523.8684286,6.211125,11.263125,6.36529559,239.1678734,0.715456785,0.676772897,0.253139276,0.456541873,0.115189565,0.060087489,3667.079,0.231333808,25.24216886,8.617049607,0.746950805,0.003108281,31.25278143,19.6684911,11.58429089,24.8369125,25.0505913,26.21313997,23.8694334,2357.636364,93.58691441,7.358998026,0.590204848,1009.697119,150.1912435,521.4246521,599.894034,114.6654947,149.0495439,83.42123621,0.196279304,93.66981402,124.9693982,141.3100326,86.2631347,1.172854426,1.749109685,0.510206456,0.329382885,1.592297641,0.634057227,1.094632685,1.144759223,0.793969455,2.381123819,0.073994967,-0.465857003,-0.076997332,8
"Hakonechloa_granularis","Hakonechloa_granularis","Hackelochloa granularis","Perennial","Shade","Arundinoideae","C3",351.542,97060.781,14,40.16678571,1279.687571,8.417666667,15.80633333,4.146764803,268.1299875,2.559990521,2.787402136,0.103238652,0.209527695,0.304121156,0.176347169,17915.626,0.184581515,24.56222849,11.74974771,0.653616775,0.006693949,33.8869812,15.24709169,18.63988959,25.29330948,23.48562038,27.0223183,21.96410832,1313.971718,60.70698385,3.278881457,0.812556435,679.6330099,60.58412095,354.0499988,290.3372878,170.5982246,205.6157565,133.0470658,0.13879923,160.9257809,178.5351483,189.3839261,148.0393635,0.739284672,1.355902562,0.235181471,0.573401555,1.248067192,0.278960841,0.653868191,0.7784557,0.953007011,1.207266109,-0.650672122,-0.050111276,0.217684259,6
"Hesperostipa_neomexicana","Hesperostipa_neomexicana","Hesperostipa neomexicana","Perennial","Open","Pooideae","C3",459.896,166115.038,10,33.612,897.0746,8.995142857,19.53742857,3.71696791,207.379459,1.662380966,2.842636151,0.11058455,0.231173036,0.184808734,0.145496944,8970.746,0.054003214,12.46982813,16.65973857,0.465267234,0.024703333,31.03744316,-5.584845634,36.62228864,20.53095463,5.825524846,21.47748225,3.517546426,381.8571265,15.32877006,2.284407705,0.579418701,171.1742559,37.45296785,160.2005354,44.83541604,164.6018655,241.434712,89.89123562,0.305087514,212.3791439,129.5835043,220.2303647,102.4258491,0.347424064,0.460192785,0.247562824,0.177205159,0.42687698,0.2695426,0.368290544,0.328266177,0.25168382,-0.92936089,0.132627607,1.036572535,-0.220659142,7
"Hordeum_vulgaree","Hordeum_vulgaree","Hordeum vulgare","Annual","Open","Pooideae","C3",190.216,28417.378,4,35.87225,1012.40325,2.918727273,10.27709091,1.719669421,96.8777598,0.689196357,2.272946742,0.047938711,0.095690882,0.23612907,0.221166356,4049.613,0.142504808,9.800530759,9.751906828,0.360336752,0.020623729,24.54871464,-2.299211175,26.84792582,10.40745137,11.75941925,17.53098414,2.607536767,796.1846721,22.4108422,8.979995127,0.334989143,265.4877732,135.0328728,189.5499556,193.3288212,147.5142409,243.8547393,60.68363836,0.426540478,144.8172144,175.7157379,218.4040092,76.97318506,0.751794991,0.998031555,0.484348826,0.295302529,0.964441138,0.522845267,0.566213959,0.908084733,0.339437165,-0.248891466,0.761695081,-0.58406009,0.882854176,11
"Isachne_distichophylla","Isachne_polygonoides","Isachne polygonoides","Perennial","Open","Micrairoideae","C3",123.506,11980.241,6,27.707,616.7876667,2.4785,9.453125,2.919960822,134.7076612,0.484895865,1.399147132,0.105387116,0.218402002,0.195640857,0.148008953,3700.726,0.308902467,24.9965882,10.47730494,0.755670193,0.002053947,31.9961356,18.08645276,13.90968233,24.91991211,24.68269763,25.75019376,24.20334995,2242.941176,83.71241783,7.644172416,0.614211528,982.0691887,133.2617422,431.742358,520.8658387,152.6610951,185.0797056,121.1708423,0.152478346,130.628996,169.9052402,172.8018287,140.8050214,1.080729257,1.628142371,0.422713468,0.394283959,1.544986893,0.502703275,0.862498902,1.093919666,0.9811959,1.988993126,0.001133651,-0.22160459,0.418075674,8
"Leersia_tisserantii","Leersia_oryzoides","Leersia oryzoides","Perennial","Open","Oryzoideae","C3",160.72,20287.563,4,38.58125,1191.1055,5.091916667,10.36841667,6.113956241,352.2129866,0.510595278,1.025532452,0.158469626,0.295702594,0.100275655,0.098909263,4764.422,0.234844471,11.69705709,10.86824693,0.387803519,0.021320565,27.05245802,-1.215525087,28.26798385,9.354568804,13.59463017,19.53191765,4.048695987,820.9879696,24.52381159,8.466168594,0.354536467,291.0731866,130.0733696,154.7993396,254.724235,136.4511268,231.9416843,48.86567629,0.479326207,88.27225769,178.9572345,208.9369981,62.83579062,0.796602576,1.093832233,0.444222681,0.328439231,1.062607537,0.495475253,0.502613379,1.036867369,0.312583305,0.036286205,0.565616464,-1.037323205,1.341826872,12
"Leptaspis_zeylanica","Leptaspis_zeylanica","Leptaspis zeylanica","Perennial","Shade","Pharoideae","C3",247.255,48015.323,9,25.7791,526.5112,4.857571429,8.582428571,2.541419352,102.3361203,0.804885677,0.714373352,0.098584487,0.194366464,0.165697137,0.083236737,5265.112,0.109654828,24.06107766,9.132448673,0.765316829,0.00272825,30.29667177,18.33484246,11.96182929,23.82173308,23.85244958,24.97286828,22.90152518,1975.37559,77.92470677,6.804779424,0.551937238,803.5601417,155.3419385,488.6673221,417.796034,121.4842012,156.0090734,87.20786103,0.198368276,104.9263149,127.7040031,148.3821668,92.46293875,1.093504416,1.586263753,0.490892587,0.298438242,1.423675728,0.631941016,1.037023547,1.03554412,0.927112291,1.677312079,0.205002778,-0.465642013,-0.605137187,7
"Leymus_salinus","Leymus_salinus","Leymus salinus","Perennial","Open","Pooideae","C3",276.619,60097.227,6,37.94916667,1134.928333,9.809571429,22.76885714,2.423447414,143.3621243,1.245642519,2.300502078,0.063860359,0.126318218,0.126982359,0.101037222,6809.57,0.113309221,11.34150213,14.82986116,0.397031557,0.027501394,31.60127184,-5.818822608,37.42009481,7.647839288,12.10577587,21.68568495,1.71106663,307.3333367,9.800831079,2.475743958,0.337743801,109.3135325,46.1610687,73.59238678,89.07906299,166.9507548,263.52378,77.52668911,0.387407248,140.1562763,195.3543879,240.5196423,89.50165685,0.362207818,0.526030832,0.194476709,0.30143156,0.503770789,0.227581972,0.244543383,0.478629347,0.362398491,-1.026923774,0.146304779,-0.305553226,1.112630487,7
"Melica_subulata","Melica_nitens","Melica nitens","Perennial","Open","Pooideae","C3",294.342,68044.563,6,37.87,1133.373833,3.786818182,16.36745455,3.272438051,196.0503271,0.575258867,3.052461052,0.086412412,0.172979401,0.151910876,0.186495771,6800.243,0.09993808,11.61798787,11.98503518,0.319635458,0.03186512,30.11777496,-7.654030204,37.77180576,18.58073258,3.382939577,22.68314552,-0.568288445,1074.749908,27.14330006,12.32898498,0.224054124,332.8568954,190.4913292,296.8619232,221.2970314,139.2136993,214.3230019,61.20987415,0.386922374,193.7976036,97.50284958,201.4480019,76.13323212,0.900732681,1.096493512,0.639456764,0.183391798,1.064309269,0.674941838,0.685893968,1.059500515,-0.247748502,0.249580503,1.233829275,1.120861277,0.683572501,11
"Merxmuellera_disticha","Merxmuellera_disticha","Merxmuellera disticha","Perennial","Open","Danthonioideae","C3",281.533,62251.291,11,23.22581818,425.4080909,7.8216,12.2325,1.556417606,56.49376279,3.096222831,3.533676343,0.067012391,0.132798985,0.39585543,0.288876055,4679.489,0.075170955,11.57970186,13.2064102,0.544662252,0.013034564,22.59185732,-1.700275108,24.29213258,15.81971548,6.395981722,15.89451655,6.38330605,836.4098661,31.25666559,2.76035953,0.627161495,376.1783973,48.85247359,374.1235151,49.21520233,181.17268,218.5548198,136.3721131,0.149654989,207.5558224,147.5467399,207.999058,147.4657565,0.699060973,1.032184183,0.327286851,0.370736338,1.003725058,0.361309385,0.980346893,0.39913743,0.646654903,0.061443329,-0.221286047,0.335040817,-1.160168289,10
"Nardus_stricta","Nardus_stricta","Nardus stricta","Perennial","Open","Pooideae","C3",263.951,54718.597,5,43.4348,1483.6254,11.34728571,16.27457143,1.745837106,121.2306568,0.85824952,1.276097026,0.040194432,0.081712444,0.075634785,0.078410484,7418.127,0.135568662,8.73203101,9.345778886,0.369805723,0.019764479,23.12038096,-2.425360974,25.54574192,7.057307026,12.38141558,16.16803965,1.940356312,897.9340469,24.72610455,9.956332441,0.253368959,292.4015501,155.2187729,174.7399203,250.4714429,133.7056184,237.8858895,43.67378846,0.512907136,93.6741115,185.5620067,210.9207893,59.08599438,0.894743151,1.137792592,0.515120921,0.250095937,1.109592396,0.583661321,0.59732582,1.086685116,0.322867353,-0.049051633,0.893016664,-1.2175581,1.226008713,7
"Neyraudia_reynaudiana","Neyraudia_reynaudiana","Neyraudia reynoundiana","Perennial","Open","Chloridoideae","C4",651.121,332976.169,16,51.296625,2080.316438,3.19225,13.876625,4.309151314,353.5924169,0.354169753,1.350367668,0.084004578,0.169970496,0.110946747,0.097312399,33285.063,0.099962298,16.05135935,9.000755228,0.318810986,0.023389841,29.70387229,1.00797241,28.69590003,20.98396857,8.926127516,24.32297026,6.98050827,1492.448278,60.67707601,7.923747194,0.636539677,706.2473123,125.2288887,529.1876957,165.8897079,138.9281614,188.2122082,102.0748899,0.202221597,146.2411265,115.1386035,164.7131687,110.7494373,1.001365427,1.382646384,0.668568448,0.271326646,1.335148351,0.703113041,1.127782355,0.807655369,0.108120967,1.368413372,0.221158485,0.68908496,-0.550566659,8
"Olyra_latifolia","Olyra_latifolia","Olyra latifolia","Perennial","Open","Bambusoideae","C3",254.349,50809.954,11,32.72490909,860.6458182,6.134555556,14.78788889,5.340214817,255.3043295,0.94485847,1.934678297,0.163185016,0.296642735,0.154022319,0.130828566,9467.104,0.186323806,24.06704103,9.910363224,0.711717142,0.003654341,31.06487854,17.03700339,14.02787508,24.45595261,23.4196128,25.38180651,22.61837975,1959.871012,70.13030779,10.55226083,0.521520879,806.305523,172.1443027,431.6525133,435.2941447,158.6971476,187.2506432,127.8253422,0.124647545,149.6436292,165.2192047,177.4826916,142.1903325,1.05178011,1.495665688,0.54650727,0.320255782,1.409217103,0.61561155,0.927391405,1.023945099,1.069483458,1.345087145,0.550791138,0.006710208,-0.121186071,9
"Oplismenus_hirtellus","Oplismenus_hirtellus","Oplismenus hirtellus","Annual","Open","Panicoideae","C3",202.405,32175.998,7,33.90485714,922.0058571,10.8533,13.3355,5.334513206,256.3980333,1.754289476,1.907811967,0.157337728,0.278087207,0.161636505,0.14306265,6454.041,0.200585573,19.78505374,10.76432818,0.606221697,0.009166867,28.53987833,9.917487972,18.62239037,22.34708043,17.20859765,22.98545836,16.17315648,1558.30817,54.79317275,10.42232923,0.484985813,640.2552055,167.6762887,496.6686472,290.0046413,170.5773718,211.3928955,123.1746054,0.174665919,178.4579492,164.6210554,194.2445282,139.6971245,0.921598879,1.278709953,0.53043981,0.274275534,1.211556908,0.604106604,0.996532881,0.865907956,0.864383788,0.756561442,0.696936097,0.445093717,-0.403698069,10
"Oryza_sativa","Oryza_sativa","Oryza sativa","Annual","Open","Oryzoideae","C3",325.683,83306.848,6,60.55466667,2890.368167,7.871545455,12.82481818,3.9901476,364.8896203,1.428964266,2.027884998,0.065893313,0.126243302,0.181535414,0.15812193,17342.209,0.20817267,21.23043443,11.20762399,0.550777889,0.01199607,32.59727229,10.73310625,21.86416589,20.62448153,23.76547268,25.78923639,16.81988272,1356.013,56.01114805,5.26245697,0.631948438,619.3595867,94.56574818,270.836194,327.8431707,169.2699672,230.779976,111.056217,0.244097665,141.4644934,207.9335905,211.9556881,125.1889934,0.760867883,1.275317912,0.29574529,0.467980482,1.179508123,0.3534268,0.555261688,0.861067193,0.787569437,0.889833871,-0.14004747,-0.310548259,1.116395359,11
"Otatea_acuminata","Otatea_acuminata","Otatea acuminata","Perennial","Shade","Bambusoideae","C3",623.492,305317.419,12,65.51591667,3405.30325,8.235,13.96823077,9.145489663,913.6849886,1.245777535,0.891312156,0.139591875,0.268312371,0.151278389,0.063809953,40863.639,0.133839855,20.24487774,15.24591549,0.593607146,0.012043754,33.02940017,7.058368605,25.97103134,23.27887616,19.8123984,24.47322743,15.59063772,854.5383841,48.70260737,1.592925003,0.950770983,526.6524987,34.73697332,376.8227191,100.4487472,176.2398999,227.8755364,121.6713615,0.187475809,186.502827,200.189986,207.3040901,137.1440923,0.527872838,1.130485227,0.158899845,0.598024974,0.99014445,0.201295129,0.655718084,0.415660588,0.733238147,0.669792849,-0.921163632,0.411116226,-0.03477815,13
"Panicum_virgatum","Panicum_virgatum","Panicum virgatum","Perennial","Open","Panicoideae","C4",498.021,194797.969,14,34.09664286,963.6887143,4.693255814,25.19151163,8.330035531,429.9238221,0.91222332,3.462720822,0.244306619,0.446123126,0.194368975,0.137455857,13491.642,0.069259665,10.94240861,11.76297604,0.348677997,0.028282291,28.41084529,-6.47308739,34.88393278,13.19409372,7.171323661,20.98651495,0.45722352,1005.254306,27.05253699,13.3123189,0.259672206,320.2427367,191.5915223,272.0508138,218.0811862,140.7345244,213.532191,65.24103003,0.371180711,150.3224845,123.8997108,196.7371453,82.63945161,0.840213191,1.019193904,0.59689739,0.173737837,0.991014985,0.649444273,0.694165075,0.912247523,0.059874386,-0.019276808,1.158520701,0.37900284,0.421346575,43
"Pariana_radiciflora","Pariana_radiciflora","Pariana radiciflora","Perennial","Shade","Bambusoideae","C3",182.834,26254.437,10,22.3745,413.2578,5.943375,13.702625,5.329237141,166.3784846,1.435358884,5.44135881,0.238183519,0.402602164,0.241505691,0.397103388,4132.578,0.157404937,26.16635354,9.830048005,0.815393671,0.001576021,32.47309192,20.32631667,12.14677501,25.88610252,26.37219572,26.79570246,25.60013326,2488.25,81.95519129,20.96515175,0.44311045,963.5391947,329.8794244,462.5156733,696.198534,138.6904252,166.209418,113.4834073,0.134627867,120.5218379,155.8717492,155.8985678,130.1774394,1.18645748,1.617525756,0.738760325,0.254857186,1.53546075,0.818718803,0.985001187,1.266078164,1.205941091,1.652393629,1.478434843,0.013100588,0.081824657,8
"Patis_racemosa","Patis_racemosa","Patis racemosum","Perennial","Shade","Pooideae","C3",175.935,24310.451,7,26.51614286,562.6167143,4.574714286,12.18128571,3.930579789,145.1659554,0.56426965,1.313010499,0.148233467,0.258019273,0.123345332,0.107789155,3938.317,0.162000985,5.993019849,10.48388815,0.252306622,0.037764502,26.18344367,-15.36290616,41.54635048,18.27625304,-5.591844827,18.82303143,-8.225693673,968.0000992,22.45009983,14.34594983,0.127027918,276.4138165,201.0290651,273.9715271,217.9300194,126.2192607,212.3831854,42.17409372,0.47832432,182.5706768,92.04969215,197.0055075,60.24045587,0.959721774,1.12078926,0.688161012,0.149048571,1.098307118,0.743629538,0.745473683,1.079704612,-0.55501793,0.209133686,1.395980455,0.989788555,0.703493182,7
"Pharus_lappulaceus","Pharus_lappulaceus","Pharus lappulaceus","Perennial","Shade","Pharoideae","C3",372.184,108794.919,24,30.30116,759.16112,9.728615385,12.15038462,7.169727777,338.0121647,1.119414843,1.344331342,0.236615621,0.445244304,0.115064148,0.110641052,18979.028,0.174447742,21.52868614,10.85366355,0.610613454,0.008409614,30.56768711,12.25662259,18.31106461,23.29839791,18.86162194,24.57787826,18.26934447,1475.382978,44.0442102,14.49794333,0.355411762,511.8666326,221.8706511,429.9930294,271.6501581,162.3803435,199.3347102,117.9187515,0.1572924,172.0183316,144.1624132,188.7661943,131.1642264,0.964171078,1.200094546,0.698362109,0.185764318,1.148684607,0.758196666,0.962824285,0.916277197,0.989261419,0.283485767,1.36386952,0.528184633,-0.698255304,13
"Pharus_latifolius","Pharus_latifolius","Pharus latifolius","Perennial","Shade","Pharoideae","C3",416.611,136317.586,14,30.82986667,753.4506667,8.334428571,13.76657143,3.078109923,144.8290096,1.853047477,1.488231821,0.099841818,0.192220959,0.222336476,0.108104754,11301.76,0.082907571,24.16226318,8.926111363,0.717006592,0.003330034,30.51047194,18.04602149,12.46445051,24.27671948,23.84991879,25.40645195,22.85640805,2182.025454,69.41074491,16.74360866,0.384844188,804.330224,266.6633475,473.3895785,527.8321751,166.1071555,191.9087122,138.0698559,0.102718389,159.2742276,171.0963213,184.4819084,148.3413487,1.163987693,1.505234415,0.773414058,0.207515001,1.426984977,0.837513235,1.045858331,1.187872402,1.200662661,1.152267593,1.500480022,0.258952265,-0.115536031,7
"Phragmites_australis","Phragmites_australis","Phragmites australis","Perennial","Open","Arundinoideae","C3",195.37,29978.212,9,27.04555556,591.589,2.4584,12.3986,4.949596956,199.0360415,0.655645941,3.05705658,0.183009624,0.336443107,0.266696201,0.246564659,5324.301,0.177605689,14.47142372,10.64384949,0.399387396,0.019994324,28.9146955,1.813041479,27.10165409,15.32430703,17.59164763,22.0819242,7.403614939,544.6723004,17.75049337,4.510738403,0.36528056,198.0409417,80.4051507,118.0968162,122.1548891,156.3776159,243.1489778,74.07786188,0.378113127,141.9637372,197.8953828,220.3348694,90.54235782,0.555402849,0.769559928,0.29672228,0.29428279,0.739514255,0.343125286,0.372310415,0.682443949,0.595666286,-0.644256645,0.356672829,-0.581960321,0.708589193,10
"Phyllostachys_aurea","Phyllostachys_aurea","Phyllostachys aurea","Perennial","Shade","Bambusoideae","C3",638.359,320051.366,11,56.32883333,2531.245,8.5723,14.1362,7.381826946,615.5178558,0.88976914,2.05885269,0.131048817,0.243168028,0.103795847,0.145643998,30374.94,0.094906453,16.93707361,11.06177799,0.490231056,0.014985514,28.52653319,5.073715524,23.45281778,18.51970306,15.71812329,22.44304945,11.35860429,1125.57894,39.05811024,8.506381414,0.451956247,453.1297085,135.8193545,342.7946613,210.889595,166.1857679,226.9290868,101.4455469,0.258495192,163.1708755,171.3371578,208.2750509,117.4938927,0.80624281,1.124896674,0.473050104,0.292447238,1.072194477,0.528911277,0.740997966,0.875322114,0.644409319,0.267339347,0.596155845,0.106705387,0.232741241,10
"Poa_palustris","Poa_pratensis","Poa pratensis","Annual","Open","Pooideae","C3",426.106,142601.997,11,29.07163636,676.2476364,6.8118,15.4628,4.182972753,183.5381822,1.256315052,1.754232646,0.143885012,0.271406763,0.18443217,0.113448576,7438.724,0.052164234,6.547752576,11.18308358,0.359974846,0.026269604,23.58425309,-8.761701454,32.34595448,9.20745406,5.382678582,15.88052189,-2.702434491,723.6411445,22.5078857,7.415693094,0.369259334,263.9718865,113.6530088,175.4726321,193.1667064,132.5823889,226.3732429,48.1724737,0.493704825,130.8477058,147.0459168,202.3947723,63.21575438,0.741035752,0.978840879,0.457518806,0.252090239,0.949315167,0.503930349,0.548168751,0.896551429,0.013664331,-0.11993007,0.531002757,-0.508631355,0.74331207,10
"Raddia_brasiliensis","Raddia_brasiliensis","Raddia brasiliensis","Perennial","Shade","Bambusoideae","C3",288.101,65189.577,13,29.33592308,689.9305385,11.286875,19.109375,4.396376187,205.8766792,0.68955502,1.560544588,0.14986323,0.298402039,0.061093529,0.081663821,8969.097,0.137584832,23.30663104,8.533852404,0.665036688,0.004817984,29.63751793,16.75829107,12.87922727,24.1262813,22.28810839,24.9195056,21.30910041,1097.704573,37.90278881,9.595871291,0.412330048,429.8589217,149.8159351,310.2903869,219.1594594,153.4959176,174.7149311,125.2434082,0.100214207,152.6903421,154.9363235,167.1697454,138.954066,0.89148374,1.168632595,0.600767721,0.224373942,1.112631898,0.655259825,0.890790992,0.885841433,1.286607035,0.065383751,0.86472941,-0.27754,-1.267849456,8
"Rytidosperma_semiannulare","Rytidosperma_setifolium","Rhytidosperma setifolium","Perennial","Shade","Danthonioideae","C3",288.806,65509.326,9,30.613625,746.046375,4.047625,12.92725,3.810584355,181.7024321,1.117057095,2.244230237,0.124473477,0.243553803,0.275978406,0.173604613,5968.371,0.091107196,7.544654699,9.065373788,0.458172115,0.012981917,18.1739386,-1.603275383,19.77721376,4.861720589,10.35717297,12.22061759,2.824752817,2091.615385,49.18169961,27.65923823,0.136276461,602.419504,433.2082261,461.0743103,554.9903917,129.5413854,193.7459247,58.84046173,0.377683406,107.5456584,154.5749154,180.429772,70.88498042,1.264992219,1.381398916,1.079713776,0.065177413,1.353884541,1.154609112,1.163956972,1.333347522,0.555755464,0.479563549,2.751947458,-0.477649702,0.141840693,8
"Scolochloa_festucacea","Scolochloa_festucacea","Scolochloa festucacea","Perennial","Open","Pooideae","C3",117.229,10793.475,1,44.066,1525.121,4.046833333,16.8755,0,0,0.853450272,3.274870486,0,0,0.210893358,0.194060649,1525.121,0.141300276,3.740922238,10.59987494,0.289177046,0.033975711,22.7461138,-15.02826663,37.77438032,13.12957181,-2.78307988,15.29784924,-8.501545105,581.0069144,20.0296124,5.545980224,0.454522505,233.0133205,81.94276683,189.0025106,126.7066879,114.6647493,216.8794826,26.2817482,0.608800756,161.0615688,93.47587012,192.5197025,41.869304,0.680466345,0.854898308,0.474703907,0.188045567,0.830805512,0.513723267,0.56448326,0.782741729,-0.466937132,-0.127232393,0.387924058,0.114035849,0.32087791,6
"Setaria_viridis","Setaria_italica","Setaria italica","Perennial","Open","Panicoideae","C4",246.412,47688.561,6,43.51433333,1493.823833,1.949857143,14.07571429,3.194705036,220.6959487,0.376419282,2.321881113,0.073417304,0.147738939,0.193049672,0.164956539,8962.943,0.187947441,14.43363656,11.17089032,0.438136129,0.018407034,27.95128642,1.525153058,26.42613326,16.31907819,11.33323589,21.09250592,7.615135637,870.9915169,26.65820455,8.765700862,0.335444789,312.9704019,135.071279,254.9387486,176.7456374,157.6249743,229.2820464,83.89113266,0.338159157,164.9797353,145.9299639,210.9792352,100.9301794,0.735585601,0.9908308,0.458784776,0.258785476,0.949911805,0.506173959,0.620111561,0.819341703,0.471320768,-0.167947769,0.735585267,0.056735778,0.281138837,7
"Sorghum_bicolor","Sorghum_bicolor","Sorghum bicolor","Annual","Open","Panicoideae","C4",346.555,94326.766,6,63.2345,3172.824,4.721625,15.11925,7.030356371,647.6813145,0.896958979,2.315452671,0.111179125,0.204134019,0.18996828,0.153146001,19036.944,0.20181911,20.41258879,11.77111706,0.57150309,0.011657527,31.27637323,9.400047038,21.87632616,21.73748001,19.16820549,24.60372956,15.97242215,1101.533528,43.14511595,5.972237809,0.591433846,491.0588751,97.05359827,320.0395349,202.0330256,176.4864746,226.1879115,123.0203737,0.203880377,173.8650021,184.104662,210.0658167,137.8305081,0.697819651,1.08490869,0.332571341,0.375504722,1.01733785,0.379844752,0.645018056,0.702825551,0.871921387,0.309728144,0.112840315,0.144974955,0.101869303,8
